Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Fat_Percentage,BMI,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level_enc,Cluster,Workout_Type,Experience_Level
176,139,55,1.1,17.2,18.7,3.7,6,3,1,Strength,3
183,129,63,1.0,18.9,20.5,4.4,4,2,1,Yoga,2
188,171,73,0.56,31.0,24.9,2.9,2,0,0,HIIT,0
155,115,66,0.56,23.6,23.4,3.7,5,1,0,Yoga,1
186,133,68,0.9,24.1,27.9,3.8,4,1,0,Yoga,1
182,166,73,0.37,25.4,18.6,2.5,3,0,0,HIIT,0
168,153,70,0.6,26.3,23.7,3.4,3,0,0,HIIT,0
184,168,79,1.1,17.2,23.3,3.5,3,1,0,HIIT,1
197,154,75,0.59,30.0,19.7,2.5,2,0,0,Cardio,0
195,178,80,0.58,27.6,27.5,3.6,2,0,0,HIIT,0
180,155,80,0.28,20.3,23.6,3.0,3,0,0,Mixed,0
184,143,67,1.47,14.7,23.5,4.1,7,3,1,Cardio,3
191,132,60,1.04,16.2,20.7,4.4,4,2,1,Yoga,2
155,143,76,1.24,25.4,22.5,3.5,5,1,0,HIIT,1
179,151,70,0.47,13.3,19.9,3.9,3,1,0,Mixed,1
164,151,75,0.97,16.7,27.5,3.7,7,2,1,HIIT,2
168,154,73,0.82,25.7,28.1,3.0,5,1,0,HIIT,1
180,141,69,0.72,26.5,30.7,2.2,3,0,0,Cardio,0
205,172,71,0.88,23.2,25.7,4.4,5,2,1,Mixed,2
205,174,81,0.35,24.0,22.6,3.1,3,0,0,Mixed,0
176,126,64,0.84,20.5,22.1,4.1,5,1,1,Yoga,1
196,137,64,1.14,10.4,26.0,4.3,6,3,1,Yoga,3
183,158,83,0.87,32.5,24.8,4.3,2,0,0,Mixed,0
170,139,67,1.09,16.4,23.3,3.4,4,2,1,Strength,2
181,142,70,0.63,18.2,23.0,2.7,3,0,0,Cardio,0
169,133,65,1.21,11.0,28.7,3.4,6,3,1,Cardio,3
178,129,68,1.17,18.3,22.3,4.4,6,2,1,Yoga,2
177,148,59,1.43,13.2,29.4,4.8,6,3,1,Mixed,3
164,148,63,0.86,17.2,24.7,3.7,4,2,1,HIIT,2
185,153,78,0.63,32.5,22.5,3.3,3,0,0,Strength,0
183,144,55,1.01,18.9,20.9,4.0,7,3,1,Strength,3
154,117,71,0.96,21.0,23.4,3.8,4,1,0,Yoga,1
192,175,76,0.81,21.3,26.0,3.6,4,1,0,HIIT,1
177,162,78,0.8,21.5,22.5,2.9,4,1,0,HIIT,1
176,139,72,0.6,39.0,27.4,2.4,3,0,0,Cardio,0
161,136,62,0.45,22.9,22.3,3.8,3,1,0,Mixed,1
166,151,66,0.56,26.0,23.5,3.5,4,1,0,HIIT,1
205,170,64,1.2,13.4,18.9,4.6,7,3,1,Mixed,3
189,160,71,0.87,25.8,26.2,4.3,3,0,0,Mixed,0
195,141,75,0.97,29.2,22.9,4.1,4,1,0,Yoga,1
183,152,61,1.0,22.8,30.3,5.0,5,2,1,Mixed,2
198,160,72,0.27,33.8,26.8,3.2,3,0,0,Strength,0
200,162,74,0.4,27.7,24.3,3.4,2,0,0,Strength,0
182,167,80,0.6,26.9,28.9,3.3,2,0,0,HIIT,0
185,154,62,1.0,23.9,25.6,4.5,5,1,1,Mixed,1
188,172,76,0.88,23.2,28.0,3.3,2,0,0,HIIT,0
172,133,61,1.07,20.6,20.6,2.9,7,3,1,Cardio,3
169,143,65,0.76,20.2,25.8,4.0,5,1,1,Mixed,1
201,156,72,0.44,22.6,26.0,2.3,3,1,0,Cardio,1
193,152,59,0.87,18.4,18.0,4.2,7,3,1,Strength,3
193,175,69,0.25,26.1,30.0,2.5,3,0,0,HIIT,0
155,125,70,0.74,25.5,19.4,2.8,4,1,0,Cardio,1
169,143,65,0.84,33.9,18.8,4.2,5,1,0,Mixed,1
197,140,72,0.83,28.8,18.0,4.3,2,0,0,Yoga,0
203,182,64,1.41,8.0,25.9,4.1,7,3,1,HIIT,3
202,181,63,1.01,24.9,18.0,3.1,5,2,1,HIIT,2
184,166,64,1.08,14.6,21.9,3.7,7,3,1,HIIT,3
188,143,59,1.1,14.0,27.4,3.4,7,3,1,Cardio,3
192,173,65,0.72,21.0,24.8,3.5,5,1,0,HIIT,1
169,124,67,0.95,19.6,21.5,4.2,5,2,1,Yoga,2
175,139,73,0.82,20.3,18.0,2.6,5,1,0,Cardio,1
175,139,55,1.27,16.1,23.6,4.2,7,3,1,Strength,3
195,178,81,0.64,32.6,27.4,3.1,3,0,0,HIIT,0
174,147,83,0.48,26.3,26.8,3.7,3,0,0,Strength,0
178,148,78,0.93,22.6,31.1,3.9,3,0,0,Strength,0
191,173,75,0.39,26.9,21.4,2.8,3,0,0,HIIT,0
205,168,80,0.34,17.8,18.7,3.0,3,1,0,Strength,1
164,125,78,1.01,26.2,25.2,4.2,2,0,0,Yoga,0
177,132,76,0.84,29.6,24.8,3.3,2,0,0,Yoga,0
194,167,83,1.13,22.4,24.0,3.6,3,0,0,Mixed,0
185,153,78,1.09,19.8,21.0,3.7,5,1,0,Strength,1
191,136,68,1.05,25.2,18.0,4.4,2,0,0,Yoga,0
189,159,67,0.72,20.2,20.0,3.7,4,1,0,Mixed,1
194,154,78,0.47,26.3,26.2,2.3,2,0,0,Cardio,0
200,163,76,0.7,27.1,25.1,3.5,4,1,0,Strength,1
165,136,69,0.44,28.9,27.9,2.6,2,0,0,Strength,0
183,167,80,0.47,21.9,25.4,2.6,3,0,0,HIIT,0
189,160,73,0.37,31.1,26.9,3.8,3,0,0,Mixed,0
176,137,64,1.14,9.3,27.1,3.7,7,3,1,Cardio,3
184,129,62,1.54,18.0,24.1,5.0,6,2,1,Yoga,2
185,152,55,0.92,21.4,24.1,3.9,5,3,1,Mixed,3
184,166,61,1.05,19.5,18.0,3.6,4,1,1,HIIT,1
180,152,69,0.57,34.4,21.4,4.3,3,0,0,Mixed,0
184,146,57,1.08,19.3,21.5,3.8,7,3,1,Strength,3
187,152,70,0.72,12.8,23.6,3.7,4,1,0,Strength,1
205,145,72,0.25,24.9,20.3,2.8,3,0,0,Yoga,0
201,160,65,1.3,14.8,27.8,4.0,5,2,1,Strength,2
200,142,73,0.52,32.2,20.5,3.4,2,0,0,Yoga,0
191,153,65,0.76,19.0,28.4,3.9,5,2,1,Strength,2
191,163,80,0.65,29.2,20.2,4.2,2,0,0,Mixed,0
165,124,75,0.76,32.1,21.6,3.9,3,0,0,Yoga,0
196,165,73,0.8,20.2,21.3,4.5,4,1,0,Mixed,1
192,152,79,0.7,23.6,22.0,3.1,2,0,0,Cardio,0
173,145,59,0.93,16.4,28.7,4.2,6,3,1,Mixed,3
191,144,56,0.94,12.3,22.7,3.1,7,2,1,Cardio,2
175,161,76,0.33,29.0,22.8,2.4,2,0,0,HIIT,0
177,149,67,0.8,20.5,21.0,4.2,5,1,1,Mixed,1
167,137,69,1.02,27.9,23.0,4.2,6,2,1,Strength,2
179,147,72,0.88,18.1,24.9,2.9,6,2,1,Strength,2
187,158,69,1.16,23.4,23.1,4.9,3,1,1,Mixed,1
188,156,61,1.14,20.6,23.4,3.9,6,3,1,Mixed,3
192,147,63,1.29,11.2,28.1,3.5,7,3,1,Cardio,3
187,152,71,0.86,23.3,25.1,4.0,2,0,0,Strength,0
190,171,60,1.02,20.0,19.4,3.6,7,3,1,HIIT,3
186,167,57,1.17,17.0,23.7,3.2,5,2,1,HIIT,2
174,147,65,1.34,18.9,21.8,4.4,5,3,1,Mixed,3
184,147,78,0.85,16.5,26.1,3.1,3,1,0,Cardio,1
198,138,65,1.17,23.7,24.4,4.2,4,2,1,Yoga,2
182,149,71,0.43,30.7,28.5,3.3,3,0,0,Strength,0
180,146,66,1.19,18.2,21.0,4.0,7,2,1,Strength,2
161,147,64,0.89,29.4,23.2,3.3,5,1,0,HIIT,1
158,144,68,0.94,15.9,19.7,3.6,3,1,0,HIIT,1
167,151,63,0.95,11.8,23.8,3.6,7,2,1,HIIT,2
168,143,67,0.68,11.6,18.0,4.4,5,1,1,Mixed,1
150,112,66,0.77,21.1,25.3,3.6,6,2,1,Yoga,2
163,118,62,1.16,16.0,23.8,4.6,6,3,1,Yoga,3
181,164,65,0.92,12.1,24.6,3.4,6,2,1,HIIT,2
194,166,80,0.44,35.4,27.2,3.9,2,0,0,Mixed,0
200,152,62,1.47,14.3,24.9,4.6,7,3,1,Cardio,3
171,145,68,0.96,21.2,18.9,4.2,5,1,1,Mixed,1
185,151,74,0.84,24.1,21.8,3.4,2,0,0,Strength,0
185,152,75,0.44,24.0,23.7,3.9,2,0,0,Strength,0
188,169,58,1.35,8.0,22.7,3.5,5,3,1,HIIT,3
171,127,73,0.67,19.9,23.2,4.1,5,1,0,Yoga,1
205,142,64,0.49,27.0,30.5,3.6,2,0,0,Yoga,0
200,161,70,0.86,24.9,24.4,3.7,5,1,0,Strength,1
192,156,72,0.9,25.2,25.5,3.6,4,1,0,Strength,1
182,164,63,1.06,12.3,18.0,4.0,6,3,1,HIIT,3
192,140,76,0.77,25.8,27.0,3.8,5,1,0,Yoga,1
171,140,69,0.58,18.0,35.0,2.4,3,1,0,Strength,1
181,164,69,1.06,13.0,29.4,3.6,6,2,1,HIIT,2
178,141,73,0.49,23.8,22.2,2.6,4,1,0,Cardio,1
162,141,76,0.68,27.7,33.1,3.9,2,0,0,Mixed,0
199,149,58,1.15,17.4,24.1,3.1,4,2,1,Cardio,2
185,143,65,1.05,23.2,25.2,3.3,7,3,1,Cardio,3
165,138,75,0.54,24.3,22.9,3.3,3,0,0,Strength,0
175,122,59,1.15,16.4,22.8,4.3,7,3,1,Yoga,3
173,141,64,0.92,24.5,18.0,3.3,3,1,0,Strength,1
164,129,63,0.32,26.1,27.1,2.6,2,0,0,Cardio,0
185,160,85,0.31,20.9,22.8,3.9,3,0,0,Mixed,0
173,139,77,0.51,25.0,23.2,1.5,2,0,0,Cardio,0
185,150,69,1.19,31.9,25.1,3.7,2,0,0,Strength,0
175,159,69,0.76,24.8,22.3,3.6,3,0,0,HIIT,0
178,147,74,0.81,20.4,25.1,3.7,3,0,0,Strength,0
167,137,69,0.89,16.6,28.8,3.4,4,2,1,Strength,2
163,135,68,1.01,8.0,25.6,3.9,4,2,1,Strength,2
157,117,68,1.03,16.4,23.4,4.3,7,2,1,Yoga,2
166,152,71,1.12,27.3,23.5,4.1,2,0,0,HIIT,0
168,126,74,0.63,23.7,24.8,3.5,3,0,0,Yoga,0
168,143,71,0.92,27.6,20.7,4.3,3,1,0,Mixed,1
181,133,75,0.61,22.7,24.8,3.0,3,0,0,Yoga,0
200,154,68,0.9,14.0,26.7,2.8,5,2,1,Cardio,2
161,132,78,0.99,28.4,24.4,3.4,4,1,0,Cardio,1
173,145,61,1.04,19.4,22.3,5.0,5,3,1,Mixed,3
179,142,72,0.64,32.7,22.9,3.0,3,0,0,Cardio,0
169,132,63,0.93,15.7,26.6,2.8,4,1,1,Cardio,1
173,148,71,0.58,23.1,19.6,3.9,4,1,0,Mixed,1
165,137,72,0.81,26.0,20.7,3.9,3,0,0,Strength,0
189,160,72,1.09,26.5,18.0,4.3,5,1,0,Mixed,1
171,148,77,0.59,27.3,24.1,4.1,3,0,0,Mixed,0
186,169,73,1.13,24.5,27.4,3.4,5,2,1,HIIT,2
195,177,76,0.74,25.2,29.3,3.1,2,0,0,HIIT,0
165,119,62,1.02,18.0,30.2,4.0,7,3,1,Yoga,3
167,143,72,0.95,28.5,21.2,4.3,3,0,0,Mixed,0
170,154,63,0.73,21.9,25.0,3.5,4,1,0,HIIT,1
192,153,80,0.58,25.3,22.4,2.2,2,0,0,Cardio,0
192,142,81,0.66,25.1,30.6,4.0,3,0,0,Yoga,0
179,150,63,1.1,19.2,29.2,4.8,6,2,1,Mixed,2
174,144,55,0.89,15.2,24.7,4.5,5,2,1,Mixed,2
198,141,72,0.97,17.9,21.5,4.1,4,2,1,Yoga,2
190,150,76,0.96,27.0,18.0,3.0,4,1,0,Cardio,1
181,150,59,0.97,12.8,18.3,4.1,5,3,1,Mixed,3
184,158,80,0.76,19.6,18.0,3.9,3,0,0,Mixed,0
196,153,75,0.85,24.4,18.2,2.6,3,0,0,Cardio,0
192,133,61,1.16,13.2,31.5,4.7,7,3,1,Yoga,3
187,141,55,1.33,16.0,18.8,3.5,6,3,1,Cardio,3
204,146,76,0.89,20.7,19.8,3.8,4,1,0,Yoga,1
188,145,66,0.74,25.2,20.3,3.1,3,0,0,Cardio,0
200,183,84,0.96,31.4,34.4,3.4,2,0,0,HIIT,0
186,154,79,0.46,20.5,23.8,2.8,5,1,0,Strength,1
166,138,55,0.8,18.3,28.0,4.3,7,2,1,Mixed,2
205,174,83,0.37,24.5,24.7,4.2,3,0,0,Mixed,0
204,169,64,0.78,26.5,18.0,4.5,6,2,1,Mixed,2
201,145,77,0.63,28.7,30.1,4.0,3,0,0,Yoga,0
184,146,58,0.99,17.3,25.6,3.7,6,2,1,Strength,2
168,153,68,0.83,14.8,23.5,3.5,4,1,1,HIIT,1
167,133,55,0.83,16.5,31.0,3.5,7,3,1,Strength,3
179,162,61,0.9,18.0,22.6,3.0,4,2,1,HIIT,2
193,164,76,1.09,24.0,23.4,4.8,3,1,0,Mixed,1
201,146,80,0.61,26.6,22.6,3.1,2,0,0,Yoga,0
181,149,74,0.86,24.6,28.3,3.6,3,1,0,Strength,1
170,136,72,0.72,23.5,27.3,2.9,3,0,0,Cardio,0
200,136,57,1.14,11.0,25.1,4.9,5,3,1,Yoga,3
203,162,67,0.46,25.6,19.8,3.4,2,0,0,Strength,0
201,153,63,1.18,17.2,22.5,3.1,7,3,1,Cardio,3
187,162,85,0.72,25.5,19.8,4.6,2,0,0,Mixed,0
201,148,82,0.66,25.8,28.6,3.4,2,0,0,Yoga,0
167,140,75,0.72,32.8,18.0,3.4,2,0,0,Strength,0
181,153,67,0.86,23.3,30.4,4.0,4,2,1,Mixed,2
191,173,71,0.86,19.8,29.2,3.1,5,1,0,HIIT,1
174,150,80,0.73,27.2,20.3,3.9,3,0,0,Mixed,0
178,150,84,0.57,28.1,22.3,3.8,2,0,0,Strength,0
187,157,67,0.64,18.5,21.2,4.1,3,1,0,Mixed,1
205,165,72,0.82,33.6,25.7,3.9,2,0,0,Strength,0
168,119,59,1.02,12.5,29.6,4.5,7,3,1,Yoga,3
169,139,70,1.07,27.5,28.7,3.8,3,1,0,Strength,1
178,133,79,0.59,21.8,22.3,3.7,2,0,0,Yoga,0
184,151,75,0.42,18.8,29.0,3.2,3,0,0,Strength,0
153,132,71,0.53,26.3,28.7,3.6,3,0,0,Mixed,0
172,133,61,0.79,21.9,23.2,2.7,6,2,1,Cardio,2
178,142,59,0.59,15.7,24.0,3.3,6,2,1,Strength,2
171,145,64,0.7,17.9,30.2,4.1,6,2,1,Mixed,2
180,164,70,0.78,14.3,28.2,3.3,5,2,1,HIIT,2
164,125,77,1.09,18.7,28.9,4.3,3,0,0,Yoga,0
181,163,63,1.27,20.4,34.3,3.7,7,3,1,HIIT,3
183,155,70,0.46,28.1,26.2,3.9,3,0,0,Mixed,0
188,130,59,1.36,22.3,25.3,4.4,5,2,1,Yoga,2
192,163,76,0.36,24.7,29.4,3.9,2,0,0,Mixed,0
169,143,81,0.71,19.2,32.0,3.0,3,0,0,Strength,0
191,139,74,0.74,28.7,21.6,3.7,5,1,0,Yoga,1
182,165,72,0.62,33.0,23.2,2.9,3,0,0,HIIT,0
201,183,81,0.76,24.7,19.9,3.3,5,1,0,HIIT,1
175,158,60,0.76,14.5,25.4,3.4,3,1,1,HIIT,1
183,149,70,0.57,16.6,27.6,3.4,3,1,0,Strength,1
177,138,66,1.19,17.0,20.2,3.0,6,2,1,Cardio,2
156,144,74,0.42,24.9,28.5,2.5,3,0,0,HIIT,0
184,157,78,0.57,34.4,22.2,4.1,3,0,0,Mixed,0
193,160,64,0.93,19.4,21.9,4.1,7,2,1,Mixed,2
186,143,63,0.86,22.3,28.5,3.4,3,1,0,Cardio,1
192,137,70,0.52,15.4,21.5,3.3,3,1,0,Yoga,1
173,156,61,1.27,17.7,18.4,4.0,7,3,1,HIIT,3
205,146,75,0.61,18.3,27.0,3.4,3,1,0,Yoga,1
197,180,82,0.38,21.7,23.5,2.7,2,0,0,HIIT,0
164,118,61,0.64,20.6,28.8,3.2,4,2,1,Yoga,2
194,176,73,1.25,18.0,27.3,4.0,6,2,1,HIIT,2
165,131,68,0.79,24.2,18.0,2.7,4,1,0,Cardio,1
163,133,62,1.22,18.4,29.3,4.5,6,2,1,Strength,2
168,153,68,0.84,16.6,31.6,3.2,4,1,0,HIIT,1
173,145,60,0.81,27.0,28.1,4.2,4,1,0,Mixed,1
179,163,73,0.64,23.6,28.3,3.4,2,0,0,HIIT,0
203,173,82,0.5,31.8,23.0,4.1,3,0,0,Mixed,0
175,160,72,1.15,17.1,22.1,3.9,5,1,1,HIIT,1
161,130,71,0.95,18.4,24.8,3.4,5,1,1,Cardio,1
171,155,67,1.0,16.0,27.7,3.9,7,2,1,HIIT,2
184,153,81,0.59,26.6,27.6,3.4,3,0,0,Strength,0
174,127,71,0.87,33.4,22.2,4.2,3,0,0,Yoga,0
168,146,80,0.39,18.9,21.8,3.6,3,0,0,Mixed,0
201,140,65,1.47,13.1,18.0,4.5,6,2,1,Yoga,2
190,159,66,0.83,19.3,26.6,4.6,5,1,1,Mixed,1
189,154,72,1.22,24.9,22.4,4.1,3,1,0,Strength,1
166,134,75,1.03,35.9,22.8,3.5,2,0,0,Cardio,0
175,137,66,0.81,20.2,30.9,2.9,5,1,0,Cardio,1
165,139,60,0.87,17.3,26.4,3.7,5,2,1,Mixed,2
186,168,63,0.96,13.2,25.3,3.6,6,2,1,HIIT,2
197,158,67,0.49,17.6,27.3,3.2,3,1,0,Strength,1
185,154,81,0.59,25.0,29.7,3.6,3,0,0,Strength,0
184,146,59,1.28,16.8,18.0,4.0,7,3,1,Strength,3
195,138,68,0.92,26.4,21.7,3.9,5,1,0,Yoga,1
162,118,66,1.22,10.5,23.1,4.4,7,3,1,Yoga,3
178,148,77,1.12,18.4,20.1,3.9,3,1,0,Strength,1
181,148,71,0.3,21.7,22.9,2.6,2,0,0,Strength,0
164,121,69,0.64,40.0,18.0,3.3,2,0,0,Yoga,0
205,172,73,1.04,16.2,27.7,4.1,3,1,0,Mixed,1
167,123,69,1.05,16.4,21.9,4.6,4,1,1,Yoga,1
181,163,62,1.4,15.6,24.8,3.8,5,2,1,HIIT,2
173,145,80,0.71,20.9,24.2,2.8,3,0,0,Strength,0
174,149,74,0.51,19.1,26.2,4.5,3,0,0,Mixed,0
185,160,85,0.76,23.4,18.0,4.7,2,0,0,Mixed,0
197,135,60,0.97,15.5,25.8,4.6,5,3,1,Yoga,3
175,150,76,0.55,29.1,22.9,3.9,3,0,0,Mixed,0
168,139,85,0.55,34.4,25.6,3.0,2,0,0,Cardio,0
171,126,72,0.81,20.5,19.3,3.9,3,1,0,Yoga,1
189,134,66,0.64,16.4,25.7,3.7,4,1,0,Yoga,1
198,134,55,1.31,11.9,29.2,4.3,7,3,1,Yoga,3
178,162,73,0.45,32.8,24.8,2.8,3,0,0,HIIT,0
189,149,76,0.83,21.8,21.1,3.0,3,0,0,Cardio,0
178,154,80,0.5,21.6,21.3,4.3,3,0,0,Mixed,0
189,151,62,0.91,22.6,26.3,3.4,5,1,1,Strength,1
191,148,70,1.18,24.9,26.3,3.5,3,1,0,Cardio,1
178,132,76,0.83,21.1,25.4,4.0,5,1,0,Yoga,1
167,135,61,1.53,20.7,23.8,4.6,6,3,1,Strength,3
181,132,72,1.03,19.3,24.8,3.6,6,2,1,Yoga,2
168,152,57,1.28,22.7,23.7,3.4,7,2,1,HIIT,2
187,132,64,1.25,22.7,22.5,4.1,7,2,1,Yoga,2
164,133,76,0.64,21.3,27.0,2.9,3,0,0,Cardio,0
205,186,78,0.56,28.5,25.2,3.2,3,0,0,HIIT,0
163,117,61,0.98,24.7,29.2,4.0,7,2,1,Yoga,2
172,137,72,0.75,23.4,28.5,2.8,4,1,0,Cardio,1
180,152,67,0.82,15.1,25.1,4.0,6,2,1,Mixed,2
173,124,65,1.08,17.0,26.4,4.3,4,2,1,Yoga,2
195,175,62,0.89,15.4,20.2,3.5,7,3,1,HIIT,3
176,150,72,1.04,21.2,23.7,4.0,3,1,0,Mixed,1
165,123,72,0.74,28.0,25.4,3.3,2,0,0,Yoga,0
169,146,74,0.68,33.2,18.0,4.0,2,0,0,Mixed,0
161,132,64,0.88,31.0,25.7,3.5,4,1,0,Strength,1
191,151,58,0.61,14.3,20.2,3.7,6,2,1,Strength,2
185,168,76,0.55,22.8,20.6,2.9,3,0,0,HIIT,0
197,138,66,0.68,23.8,21.9,4.1,2,0,0,Yoga,0
167,129,59,1.62,16.9,23.9,4.0,7,3,1,Cardio,3
205,172,72,1.01,24.7,18.7,4.7,4,1,0,Mixed,1
183,145,75,0.56,26.9,27.4,3.4,3,0,0,Cardio,0
168,155,85,0.25,26.9,24.7,2.9,2,0,0,HIIT,0
194,161,62,1.33,14.7,31.7,4.8,6,3,1,Mixed,3
180,127,64,1.02,22.6,25.2,4.2,7,2,1,Yoga,2
163,123,73,0.91,28.1,26.3,3.7,3,1,0,Yoga,1
191,146,63,1.0,20.3,20.6,3.4,5,1,1,Cardio,1
159,126,65,1.33,11.8,19.3,3.6,7,3,1,Cardio,3
193,175,72,0.59,32.8,26.5,3.2,2,0,0,HIIT,0
162,149,76,1.06,8.0,19.6,3.9,3,1,1,HIIT,1
174,150,77,0.32,19.9,26.6,3.4,3,0,0,Mixed,0
163,136,73,0.69,22.8,30.8,3.5,5,1,0,Strength,1
190,135,67,0.97,14.6,27.8,4.0,3,1,1,Yoga,1
179,148,55,1.26,8.8,26.3,4.7,7,3,1,Mixed,3
164,134,64,0.26,18.1,25.1,2.8,4,1,0,Strength,1
169,118,56,0.55,20.5,22.5,3.3,4,2,1,Yoga,2
178,137,63,1.04,18.5,23.5,3.3,4,2,1,Cardio,2
205,172,72,0.33,25.0,21.7,3.2,2,0,0,Mixed,0
167,152,65,1.16,14.4,18.7,4.3,7,3,1,HIIT,3
185,167,65,0.76,20.5,24.1,2.7,5,1,0,HIIT,1
195,167,81,0.53,17.9,28.4,3.8,5,1,0,Mixed,1
182,131,70,0.47,22.6,18.8,4.1,3,0,0,Yoga,0
166,129,60,0.89,15.4,29.6,3.4,6,2,1,Cardio,2
185,155,68,0.55,31.5,28.9,4.2,3,0,0,Mixed,0
172,143,75,0.38,29.4,25.6,3.0,3,0,0,Strength,0
179,142,73,0.31,27.5,25.6,2.3,3,0,0,Cardio,0
197,178,69,1.15,31.0,23.3,3.7,5,1,0,HIIT,1
172,135,67,1.05,16.2,24.2,3.0,5,2,1,Cardio,2
176,128,70,1.13,11.9,22.1,3.8,5,2,1,Yoga,2
185,133,69,0.29,20.1,24.1,3.2,2,0,0,Yoga,0
182,141,65,0.73,18.0,24.6,2.5,7,2,1,Cardio,2
199,180,74,0.61,20.0,31.5,3.0,3,1,0,HIIT,1
174,138,70,0.35,18.8,26.3,2.0,2,0,0,Cardio,0
187,172,85,0.32,24.8,23.2,3.0,3,0,0,HIIT,0
190,162,77,0.82,18.1,23.6,3.7,5,2,1,Mixed,2
174,125,65,0.99,18.6,21.1,4.5,7,2,1,Yoga,2
181,142,69,0.41,19.1,21.8,2.5,3,0,0,Cardio,0
183,144,70,0.94,17.8,27.6,2.8,2,0,0,Cardio,0
162,149,76,0.53,26.5,22.0,2.6,2,0,0,HIIT,0
171,140,68,1.04,11.1,21.5,3.7,6,2,1,Strength,2
200,178,55,1.35,19.7,21.6,4.0,7,3,1,HIIT,3
177,143,65,0.82,22.4,21.1,3.6,3,1,0,Strength,1
170,137,76,0.95,24.8,28.5,3.1,3,0,0,Cardio,0
191,133,63,0.69,19.9,24.6,3.3,5,1,1,Yoga,1
187,155,59,1.18,11.8,22.9,4.7,7,3,1,Mixed,3
180,127,62,1.25,18.9,24.1,4.0,7,3,1,Yoga,3
201,137,59,0.73,26.2,24.9,3.9,7,3,1,Yoga,3
201,166,61,0.81,18.1,21.0,4.4,4,2,1,Mixed,2
171,136,70,0.51,23.4,18.4,2.8,5,1,0,Cardio,1
167,151,63,1.33,17.9,29.4,4.3,7,3,1,HIIT,3
181,125,55,0.79,16.2,28.0,3.5,7,3,1,Yoga,3
180,165,77,0.86,25.8,25.5,3.5,2,0,0,HIIT,0
159,118,67,0.9,26.0,27.7,4.5,7,2,1,Yoga,2
195,149,63,1.17,12.9,31.7,4.0,7,3,1,Cardio,3
185,166,61,0.7,14.4,21.9,3.3,5,3,1,HIIT,3
189,158,66,1.06,20.5,19.5,4.9,4,2,1,Mixed,2
163,130,69,1.1,22.9,26.6,3.1,4,1,0,Cardio,1
191,159,64,0.78,15.2,18.1,3.7,7,2,1,Mixed,2
188,136,74,0.78,26.2,24.2,3.9,3,1,0,Yoga,1
162,123,75,1.03,26.6,22.8,4.1,3,0,0,Yoga,0
171,147,78,0.43,24.0,26.7,3.7,2,0,0,Mixed,0
183,133,73,0.91,25.0,22.1,4.3,4,1,0,Yoga,1
189,133,65,1.03,25.2,28.8,4.0,4,1,1,Yoga,1
183,154,68,1.14,18.4,21.0,4.6,5,1,1,Mixed,1
163,149,75,0.32,22.2,26.8,2.6,3,0,0,HIIT,0
180,163,70,1.09,14.0,21.3,3.6,4,1,1,HIIT,1
168,133,67,0.51,19.3,26.2,2.1,6,2,0,Cardio,2
162,138,66,0.89,23.7,19.9,4.1,7,2,1,Mixed,2
196,152,70,0.78,23.0,23.9,3.0,5,1,0,Cardio,1
181,145,63,1.0,19.3,29.3,4.4,4,2,1,Strength,2
169,129,80,0.25,24.5,24.5,2.8,3,0,0,Yoga,0
203,172,77,0.45,30.7,28.7,3.7,3,0,0,Mixed,0
176,146,74,0.6,31.3,23.9,3.8,3,0,0,Strength,0
192,160,63,0.89,19.0,22.0,4.0,7,2,1,Mixed,2
204,171,71,1.06,24.8,24.7,4.4,5,1,1,Mixed,1
194,138,70,0.75,21.0,26.5,3.6,4,1,0,Yoga,1
180,150,57,1.21,26.7,18.0,4.7,6,2,1,Mixed,2
171,140,70,0.49,28.0,26.1,3.2,2,0,0,Strength,0
165,140,82,0.75,22.7,20.2,3.2,3,0,0,Strength,0
173,159,77,0.49,21.9,19.2,2.7,3,0,0,HIIT,0
168,125,72,0.46,21.7,26.2,3.5,3,0,0,Yoga,0
166,143,73,0.68,31.1,29.4,4.4,3,0,0,Mixed,0
191,144,56,1.1,12.6,24.9,3.4,7,3,1,Cardio,3
159,127,67,0.48,21.1,18.6,2.8,4,1,0,Cardio,1
190,138,75,0.96,16.0,21.3,4.1,4,1,1,Yoga,1
190,159,64,1.05,17.8,22.3,4.5,7,2,1,Mixed,2
173,128,74,0.83,30.2,24.8,3.6,4,1,0,Yoga,1
180,130,68,1.36,14.3,23.7,4.8,7,3,1,Yoga,3
181,162,58,1.19,14.5,26.0,3.5,7,3,1,HIIT,3
191,172,59,0.55,20.6,28.0,2.6,7,2,1,HIIT,2
205,160,77,0.78,25.4,25.4,3.0,3,0,0,Cardio,0
185,140,56,1.64,14.2,27.6,3.8,7,3,1,Cardio,3
192,157,75,0.57,26.4,22.9,3.9,2,0,0,Strength,0
177,145,71,0.43,30.6,35.0,3.5,4,1,0,Strength,1
181,166,79,1.05,23.1,26.2,3.4,3,1,0,HIIT,1
168,141,77,0.53,21.0,26.7,3.3,2,0,0,Strength,0
180,125,58,1.42,14.1,31.0,4.5,7,3,1,Yoga,3
187,149,63,1.15,23.0,24.4,3.9,7,3,1,Strength,3
190,152,64,1.14,10.6,21.4,4.3,7,3,1,Strength,3
165,127,81,0.25,20.4,29.2,3.2,2,0,0,Yoga,0
